rows,cols,preprocess,mean,stdev,median,exitcode
0,0,0,16.49877,0.18181,16.58006,0
8192,8192,689.63648,127.50649,0.02705,127.51598,0
8192,16384,527.93194,91.81853,0.12621,91.74331,0
8192,32768,444.39017,65.85579,0.02599,65.83947,0
8192,65536,358.21477,44.50436,0.04847,44.47673,0
8192,131072,280.82766,28.32073,0.04075,28.29731,0
8192,262144,223.14639,19.32556,0.07300,19.28808,0
16384,8192,636.54948,126.30724,0.01350,126.30625,0
16384,16384,496.30557,91.05539,0.04340,91.03392,0
16384,32768,399.23321,65.22511,0.03323,65.20849,0
16384,65536,331.44458,44.09822,0.04282,44.07796,0
16384,131072,260.94059,28.16457,0.03946,28.15899,0
16384,262144,195.27355,18.88715,0.07622,18.84978,0
32768,8192,575.34456,125.72072,0.04771,125.70405,0
32768,16384,446.04159,90.30043,0.09623,90.25043,0
32768,32768,363.91596,65.00632,0.02432,64.99533,0
32768,65536,302.87965,43.96004,0.04137,43.95633,0
32768,131072,236.73838,27.65714,0.03329,27.65112,0
32768,262144,191.86431,18.48542,0.09900,18.42033,0
65536,8192,560.92336,125.18036,0.06195,125.15339,0
65536,16384,420.80377,90.05758,0.07577,90.01054,0
65536,32768,346.43940,64.89333,0.02965,64.87724,0
65536,65536,273.99927,43.79502,0.03308,43.78448,0
65536,131072,215.46695,27.72548,0.03943,27.70790,0
65536,262144,169.86876,18.35432,0.11745,18.26851,0
131072,8192,539.11424,124.90872,0.11813,124.89398,0
131072,16384,405.05379,90.19045,0.04675,90.18380,0
131072,32768,321.22293,64.86772,0.04003,64.85248,0
131072,65536,259.52322,43.96618,0.02349,43.95167,0
131072,131072,186.80618,27.49258,0.03358,27.48777,0
131072,262144,169.19150,18.13508,0.13845,18.03682,0
262144,8192,528.21732,124.77029,0.03447,124.75459,0
262144,16384,390.35812,90.10844,0.07770,90.06917,0
262144,32768,308.85062,64.77649,0.06023,64.74597,0
262144,65536,251.39817,44.00623,0.07995,44.00265,0
262144,131072,197.03764,28.26546,0.05674,28.26690,0
262144,262144,160.58545,18.45262,0.15808,18.34091,0
rows,cols,preprocess,mean,stdev,median,exitcode
0,0,0,15.91119,0.17686,15.96673,0
8192,8192,690.29347,127.43519,0.18124,127.40275,0
8192,16384,522.13862,91.77024,0.02832,91.76180,0
8192,32768,441.54251,65.71557,0.08313,65.67359,0
8192,65536,356.22945,44.28366,0.04514,44.26667,0
8192,131072,277.99342,28.19837,0.16311,28.12167,0
8192,262144,221.49692,19.02136,0.07333,18.98272,0
16384,8192,631.74660,126.36383,0.10654,126.30159,0
16384,16384,496.12971,90.84985,0.06246,90.84419,0
16384,32768,397.55395,65.08561,0.02561,65.06589,0
16384,65536,326.80415,44.01215,0.03752,43.99269,0
16384,131072,258.57295,27.98822,0.01904,27.99095,0
16384,262144,193.73072,18.59042,0.04889,18.56106,0
32768,8192,575.84194,125.37934,0.12255,125.31095,0
32768,16384,443.24502,90.46509,0.02099,90.45768,0
32768,32768,362.81274,64.88351,0.02402,64.87231,0
32768,65536,299.40010,43.84118,0.03444,43.83083,0
32768,131072,235.31193,27.53405,0.03667,27.50908,0
32768,262144,188.88893,18.22021,0.07642,18.18668,0
65536,8192,557.04667,125.00040,0.05150,125.01411,0
65536,16384,418.48633,89.89422,0.07568,89.85079,0
65536,32768,342.00344,64.67024,0.03457,64.66162,0
65536,65536,270.11616,43.62818,0.02647,43.62028,0
65536,131072,211.90132,27.60758,0.02740,27.60267,0
65536,262144,167.56817,18.09879,0.12746,18.02140,0
131072,8192,533.89174,124.65299,0.08407,124.59858,0
131072,16384,402.25291,89.77181,0.06768,89.74959,0
131072,32768,318.34924,64.77130,0.04196,64.74457,0
131072,65536,255.81975,43.87359,0.04605,43.86542,0
131072,131072,183.89222,27.37821,0.06572,27.34598,0
131072,262144,166.35267,17.85252,0.13048,17.76963,0
262144,8192,524.13783,124.34715,0.07152,124.30509,0
262144,16384,386.16551,89.89704,0.04608,89.88216,0
262144,32768,305.36799,64.70298,0.04040,64.68129,0
262144,65536,247.49175,43.92378,0.04767,43.90176,0
262144,131072,194.78532,28.15403,0.09792,28.08406,0
262144,262144,157.41683,18.18454,0.12391,18.11602,0
